CE(14:0)	LION:0000000
CL(24:1/24:3/24:4/24:6)	LION:0078712
CL(24:1/24:3/24:5/24:5)	LION:0078713
CL(24:1/24:4/24:4/24:5)	LION:0078714
CL(24:2/24:2/24:4/24:6)	LION:0078715
CL(24:2/24:2/24:5/24:5)	LION:0078716
CL(24:2/24:3/24:3/24:6)	LION:0078717
CL(24:2/24:3/24:4/24:5)	LION:0078718
CL(24:2/24:4/24:4/24:4)	LION:0078719
CL(24:3/24:3/24:3/24:5)	LION:0078720
CL(24:3/24:3/24:4/24:4)	LION:0078721
CL(18:0/26:3/26:6/26:6)	LION:0078722
CL(18:0/26:4/26:5/26:6)	LION:0078723
CL(18:0/26:5/26:5/26:5)	LION:0078724
CL(18:1/26:2/26:6/26:6)	LION:0078725
CL(18:1/26:3/26:5/26:6)	LION:0078726
CL(18:1/26:4/26:4/26:6)	LION:0078727
CL(18:1/26:4/26:5/26:5)	LION:0078728
CL(18:2/26:1/26:6/26:6)	LION:0078729
CL(18:2/26:2/26:5/26:6)	LION:0078730
CL(18:2/26:3/26:4/26:6)	LION:0078731
CL(18:2/26:3/26:5/26:5)	LION:0078732
CL(18:2/26:4/26:4/26:5)	LION:0078733
CL(18:3/26:0/26:6/26:6)	LION:0078734
CL(18:3/26:1/26:5/26:6)	LION:0078735
CL(18:3/26:2/26:4/26:6)	LION:0078736
CL(18:3/26:2/26:5/26:5)	LION:0078737
CL(18:3/26:3/26:3/26:6)	LION:0078738
CL(18:3/26:3/26:4/26:5)	LION:0078739
CL(18:3/26:4/26:4/26:4)	LION:0078740
CL(20:0/24:3/26:6/26:6)	LION:0078741
CL(20:0/24:4/26:5/26:6)	LION:0078742
CL(20:0/24:5/26:4/26:6)	LION:0078743
CL(20:0/24:5/26:5/26:5)	LION:0078744
CL(20:0/24:6/26:3/26:6)	LION:0078745
CL(20:0/24:6/26:4/26:5)	LION:0078746
CL(20:1/24:2/26:6/26:6)	LION:0078747
CL(20:1/24:3/26:5/26:6)	LION:0078748
CL(20:1/24:4/26:4/26:6)	LION:0078749
CL(20:1/24:4/26:5/26:5)	LION:0078750
CL(20:1/24:5/26:3/26:6)	LION:0078751
CL(20:1/24:5/26:4/26:5)	LION:0078752
CL(20:1/24:6/26:2/26:6)	LION:0078753
CL(20:1/24:6/26:3/26:5)	LION:0078754
CL(20:1/24:6/26:4/26:4)	LION:0078755
CL(20:3/24:0/26:6/26:6)	LION:0078768
CL(20:3/24:1/26:5/26:6)	LION:0078769
CL(20:3/24:2/26:4/26:6)	LION:0078770
CL(20:3/24:2/26:5/26:5)	LION:0078771
CL(20:3/24:3/26:3/26:6)	LION:0078772
CL(20:3/24:3/26:4/26:5)	LION:0078773
CL(20:3/24:4/26:2/26:6)	LION:0078774
CL(20:3/24:4/26:3/26:5)	LION:0078775
CL(20:3/24:4/26:4/26:4)	LION:0078776
CL(20:3/24:5/26:1/26:6)	LION:0078777
CL(20:3/24:5/26:2/26:5)	LION:0078778
CL(20:3/24:5/26:3/26:4)	LION:0078779
CL(20:3/24:6/26:0/26:6)	LION:0078780
CL(20:3/24:6/26:1/26:5)	LION:0078781
CL(20:3/24:6/26:2/26:4)	LION:0078782
CL(20:3/24:6/26:3/26:3)	LION:0078783
CL(20:4/24:0/26:5/26:6)	LION:0078784
CL(20:4/24:1/26:4/26:6)	LION:0078785
CL(20:4/24:1/26:5/26:5)	LION:0078786
CL(20:4/24:2/26:3/26:6)	LION:0078787
CL(20:4/24:2/26:4/26:5)	LION:0078788
CL(20:4/24:3/26:2/26:6)	LION:0078789
CL(20:4/24:3/26:3/26:5)	LION:0078790
CL(20:4/24:3/26:4/26:4)	LION:0078791
CL(20:4/24:4/26:1/26:6)	LION:0078792
CL(20:4/24:4/26:2/26:5)	LION:0078793
CL(20:4/24:4/26:3/26:4)	LION:0078794
CL(20:4/24:5/26:0/26:6)	LION:0078795
CL(20:4/24:5/26:1/26:5)	LION:0078796
CL(20:4/24:5/26:2/26:4)	LION:0078797
CL(20:4/24:5/26:3/26:3)	LION:0078798
CL(20:4/24:6/26:0/26:5)	LION:0078799
CL(20:4/24:6/26:1/26:4)	LION:0078800
CL(20:4/24:6/26:2/26:3)	LION:0078801
CL(20:5/24:0/26:4/26:6)	LION:0078802
CL(20:5/24:0/26:5/26:5)	LION:0078803
CL(20:5/24:1/26:3/26:6)	LION:0078804
CL(20:5/24:1/26:4/26:5)	LION:0078805
CL(20:5/24:2/26:2/26:6)	LION:0078806
CL(20:5/24:2/26:3/26:5)	LION:0078807
CL(20:5/24:2/26:4/26:4)	LION:0078808
CL(20:5/24:3/26:1/26:6)	LION:0078809
CL(20:5/24:3/26:2/26:5)	LION:0078810
CL(20:5/24:3/26:3/26:4)	LION:0078811
CL(20:5/24:4/26:0/26:6)	LION:0078812
CL(20:5/24:4/26:1/26:5)	LION:0078813
CL(20:5/24:4/26:2/26:4)	LION:0078814
CL(20:5/24:4/26:3/26:3)	LION:0078815
CL(20:5/24:5/26:0/26:5)	LION:0078816
CL(20:5/24:5/26:1/26:4)	LION:0078817
CL(20:5/24:5/26:2/26:3)	LION:0078818
CL(20:5/24:6/26:0/26:4)	LION:0078819
CL(20:5/24:6/26:1/26:3)	LION:0078820
CL(20:5/24:6/26:2/26:2)	LION:0078821
CL(22:0/22:4/26:5/26:6)	LION:0078823
CL(22:0/22:5/26:4/26:6)	LION:0078824
CL(22:0/22:5/26:5/26:5)	LION:0078825
CL(22:0/22:6/26:3/26:6)	LION:0078826
CL(22:0/22:6/26:4/26:5)	LION:0078827
CL(22:0/24:3/24:6/26:6)	LION:0078828
CL(22:0/24:4/24:5/26:6)	LION:0078829
CL(22:0/24:4/24:6/26:5)	LION:0078830
CL(22:0/24:5/24:5/26:5)	LION:0078831
CL(22:0/24:5/24:6/26:4)	LION:0078832
CL(22:0/24:6/24:6/26:3)	LION:0078833
CL(22:1/22:4/26:4/26:6)	LION:0078836
CL(22:1/22:4/26:5/26:5)	LION:0078837
CL(22:1/22:5/26:3/26:6)	LION:0078838
CL(22:1/22:5/26:4/26:5)	LION:0078839
CL(22:1/22:6/26:2/26:6)	LION:0078840
CL(22:1/22:6/26:3/26:5)	LION:0078841
CL(22:1/22:6/26:4/26:4)	LION:0078842
CL(22:1/24:2/24:6/26:6)	LION:0078843
CL(22:1/24:3/24:5/26:6)	LION:0078844
CL(22:1/24:3/24:6/26:5)	LION:0078845
CL(22:1/24:4/24:4/26:6)	LION:0078846
CL(22:1/24:4/24:5/26:5)	LION:0078847
CL(22:1/24:4/24:6/26:4)	LION:0078848
CL(22:1/24:5/24:5/26:4)	LION:0078849
CL(22:1/24:5/24:6/26:3)	LION:0078850
CL(22:1/24:6/24:6/26:2)	LION:0078851
CL(22:4/22:4/26:1/26:6)	LION:0078903
CL(22:4/22:4/26:2/26:5)	LION:0078904
CL(22:4/22:4/26:3/26:4)	LION:0078905
CL(22:4/22:5/26:0/26:6)	LION:0078906
CL(22:4/22:5/26:1/26:5)	LION:0078907
CL(22:4/22:5/26:2/26:4)	LION:0078908
CL(22:4/22:5/26:3/26:3)	LION:0078909
CL(22:4/22:6/26:0/26:5)	LION:0078910
CL(22:4/22:6/26:1/26:4)	LION:0078911
CL(22:4/22:6/26:2/26:3)	LION:0078912
CL(22:4/24:0/24:5/26:6)	LION:0078913
CL(22:4/24:0/24:6/26:5)	LION:0078914
CL(22:4/24:1/24:4/26:6)	LION:0078915
CL(22:4/24:1/24:5/26:5)	LION:0078916
CL(22:4/24:1/24:6/26:4)	LION:0078917
CL(22:4/24:2/24:3/26:6)	LION:0078918
CL(22:4/24:2/24:4/26:5)	LION:0078919
CL(22:4/24:2/24:5/26:4)	LION:0078920
CL(22:4/24:2/24:6/26:3)	LION:0078921
CL(22:4/24:3/24:3/26:5)	LION:0078922
CL(22:4/24:3/24:4/26:4)	LION:0078923
CL(22:4/24:3/24:5/26:3)	LION:0078924
CL(22:4/24:3/24:6/26:2)	LION:0078925
CL(22:4/24:4/24:4/26:3)	LION:0078926
CL(22:4/24:4/24:5/26:2)	LION:0078927
CL(22:4/24:4/24:6/26:1)	LION:0078928
CL(22:4/24:5/24:5/26:1)	LION:0078929
CL(22:4/24:5/24:6/26:0)	LION:0078930
CL(22:5/22:5/26:0/26:5)	LION:0078931
CL(22:5/22:5/26:1/26:4)	LION:0078932
CL(22:5/22:5/26:2/26:3)	LION:0078933
CL(22:5/22:6/26:0/26:4)	LION:0078934
CL(22:5/22:6/26:1/26:3)	LION:0078935
CL(22:5/22:6/26:2/26:2)	LION:0078936
CL(22:5/24:0/24:4/26:6)	LION:0078937
CL(22:5/24:0/24:5/26:5)	LION:0078938
CL(22:5/24:0/24:6/26:4)	LION:0078939
CL(22:5/24:1/24:3/26:6)	LION:0078940
CL(22:5/24:1/24:4/26:5)	LION:0078941
CL(22:5/24:1/24:5/26:4)	LION:0078942
CL(22:5/24:1/24:6/26:3)	LION:0078943
CL(22:5/24:2/24:2/26:6)	LION:0078944
CL(22:5/24:2/24:3/26:5)	LION:0078945
CL(22:5/24:2/24:4/26:4)	LION:0078946
CL(22:5/24:2/24:5/26:3)	LION:0078947
CL(22:5/24:2/24:6/26:2)	LION:0078948
CL(22:5/24:3/24:3/26:4)	LION:0078949
CL(22:5/24:3/24:4/26:3)	LION:0078950
CL(22:5/24:3/24:5/26:2)	LION:0078951
CL(22:5/24:3/24:6/26:1)	LION:0078952
CL(22:5/24:4/24:4/26:2)	LION:0078953
CL(22:5/24:4/24:5/26:1)	LION:0078954
CL(22:5/24:4/24:6/26:0)	LION:0078955
CL(22:5/24:5/24:5/26:0)	LION:0078956
CL(22:6/22:6/26:0/26:3)	LION:0078957
CL(22:6/22:6/26:1/26:2)	LION:0078958
CL(22:6/24:0/24:3/26:6)	LION:0078959
CL(22:6/24:0/24:4/26:5)	LION:0078960
CL(22:6/24:0/24:5/26:4)	LION:0078961
CL(22:6/24:0/24:6/26:3)	LION:0078962
CL(22:6/24:1/24:2/26:6)	LION:0078963
CL(22:6/24:1/24:3/26:5)	LION:0078964
CL(22:6/24:1/24:4/26:4)	LION:0078965
CL(22:6/24:1/24:5/26:3)	LION:0078966
CL(22:6/24:1/24:6/26:2)	LION:0078967
CL(22:6/24:2/24:2/26:5)	LION:0078968
CL(22:6/24:2/24:3/26:4)	LION:0078969
CL(22:6/24:2/24:4/26:3)	LION:0078970
CL(22:6/24:2/24:5/26:2)	LION:0078971
CL(22:6/24:2/24:6/26:1)	LION:0078972
CL(22:6/24:3/24:3/26:3)	LION:0078973
CL(22:6/24:3/24:4/26:2)	LION:0078974
CL(22:6/24:3/24:5/26:1)	LION:0078975
CL(22:6/24:3/24:6/26:0)	LION:0078976
CL(22:6/24:4/24:4/26:1)	LION:0078977
CL(22:6/24:4/24:5/26:0)	LION:0078978
CL(24:0/24:3/24:6/24:6)	LION:0078979
CL(24:0/24:4/24:5/24:6)	LION:0078980
CL(24:0/24:5/24:5/24:5)	LION:0078981
CL(24:1/24:2/24:6/24:6)	LION:0078982
CL(24:1/24:3/24:5/24:6)	LION:0078983
CL(24:1/24:4/24:4/24:6)	LION:0078984
CL(24:1/24:4/24:5/24:5)	LION:0078985
CL(24:2/24:2/24:5/24:6)	LION:0078986
CL(24:2/24:3/24:4/24:6)	LION:0078987
CL(24:2/24:3/24:5/24:5)	LION:0078988
CL(24:2/24:4/24:4/24:5)	LION:0078989
CL(24:3/24:3/24:3/24:6)	LION:0078990
CL(24:3/24:3/24:4/24:5)	LION:0078991
CL(24:3/24:4/24:4/24:4)	LION:0078992
CL(18:0/26:4/26:6/26:6)	LION:0078993
CL(18:0/26:5/26:5/26:6)	LION:0078994
CL(18:1/26:3/26:6/26:6)	LION:0078995
CL(18:1/26:4/26:5/26:6)	LION:0078996
CL(18:1/26:5/26:5/26:5)	LION:0078997
CL(18:2/26:2/26:6/26:6)	LION:0078998
CL(18:2/26:3/26:5/26:6)	LION:0078999
CL(18:2/26:4/26:4/26:6)	LION:0079000
CL(18:2/26:4/26:5/26:5)	LION:0079001
CL(18:3/26:1/26:6/26:6)	LION:0079002
CL(18:3/26:2/26:5/26:6)	LION:0079003
CL(18:3/26:3/26:4/26:6)	LION:0079004
CL(18:3/26:3/26:5/26:5)	LION:0079005
CL(18:3/26:4/26:4/26:5)	LION:0079006
CL(20:0/24:4/26:6/26:6)	LION:0079007
CL(20:0/24:5/26:5/26:6)	LION:0079008
CL(20:0/24:6/26:4/26:6)	LION:0079009
CL(20:0/24:6/26:5/26:5)	LION:0079010
CL(20:1/24:3/26:6/26:6)	LION:0079011
CL(20:1/24:4/26:5/26:6)	LION:0079012
CL(20:1/24:5/26:4/26:6)	LION:0079013
CL(20:1/24:5/26:5/26:5)	LION:0079014
CL(20:1/24:6/26:3/26:6)	LION:0079015
CL(20:1/24:6/26:4/26:5)	LION:0079016
CL(20:3/24:1/26:6/26:6)	LION:0079026
CL(20:3/24:2/26:5/26:6)	LION:0079027
CL(20:3/24:3/26:4/26:6)	LION:0079028
CL(20:3/24:3/26:5/26:5)	LION:0079029
CL(20:3/24:4/26:3/26:6)	LION:0079030
CL(20:3/24:4/26:4/26:5)	LION:0079031
CL(20:3/24:5/26:2/26:6)	LION:0079032
CL(20:3/24:5/26:3/26:5)	LION:0079033
CL(20:3/24:5/26:4/26:4)	LION:0079034
CL(20:3/24:6/26:1/26:6)	LION:0079035
CL(20:3/24:6/26:2/26:5)	LION:0079036
CL(20:3/24:6/26:3/26:4)	LION:0079037
CL(20:4/24:0/26:6/26:6)	LION:0079038
CL(20:4/24:1/26:5/26:6)	LION:0079039
CL(20:4/24:2/26:4/26:6)	LION:0079040
CL(20:4/24:2/26:5/26:5)	LION:0079041
CL(20:4/24:3/26:3/26:6)	LION:0079042
CL(20:4/24:3/26:4/26:5)	LION:0079043
CL(20:4/24:4/26:2/26:6)	LION:0079044
CL(20:4/24:4/26:3/26:5)	LION:0079045
CL(20:4/24:4/26:4/26:4)	LION:0079046
CL(20:4/24:5/26:1/26:6)	LION:0079047
CL(20:4/24:5/26:2/26:5)	LION:0079048
CL(20:4/24:5/26:3/26:4)	LION:0079049
CL(20:4/24:6/26:0/26:6)	LION:0079050
CL(20:4/24:6/26:1/26:5)	LION:0079051
CL(20:4/24:6/26:2/26:4)	LION:0079052
CL(20:4/24:6/26:3/26:3)	LION:0079053
CL(20:5/24:0/26:5/26:6)	LION:0079054
CL(20:5/24:1/26:4/26:6)	LION:0079055
CL(20:5/24:1/26:5/26:5)	LION:0079056
CL(20:5/24:2/26:3/26:6)	LION:0079057
CL(20:5/24:2/26:4/26:5)	LION:0079058
CL(20:5/24:3/26:2/26:6)	LION:0079059
CL(20:5/24:3/26:3/26:5)	LION:0079060
CL(20:5/24:3/26:4/26:4)	LION:0079061
CL(20:5/24:4/26:1/26:6)	LION:0079062
CL(20:5/24:4/26:2/26:5)	LION:0079063
CL(20:5/24:4/26:3/26:4)	LION:0079064
CL(20:5/24:5/26:0/26:6)	LION:0079065
CL(20:5/24:5/26:1/26:5)	LION:0079066
CL(20:5/24:5/26:2/26:4)	LION:0079067
CL(20:5/24:5/26:3/26:3)	LION:0079068
CL(20:5/24:6/26:0/26:5)	LION:0079069
CL(20:5/24:6/26:1/26:4)	LION:0079070
CL(20:5/24:6/26:2/26:3)	LION:0079071
CL(22:0/22:4/26:6/26:6)	LION:0079072
CL(22:0/22:5/26:5/26:6)	LION:0079073
CL(22:0/22:6/26:4/26:6)	LION:0079074
CL(22:0/22:6/26:5/26:5)	LION:0079075
CL(22:0/24:4/24:6/26:6)	LION:0079076
CL(22:0/24:5/24:5/26:6)	LION:0079077
CL(22:0/24:5/24:6/26:5)	LION:0079078
CL(22:0/24:6/24:6/26:4)	LION:0079079
CL(22:1/22:4/26:5/26:6)	LION:0079081
CL(22:1/22:5/26:4/26:6)	LION:0079082
CL(22:1/22:5/26:5/26:5)	LION:0079083
CL(22:1/22:6/26:3/26:6)	LION:0079084
CL(22:1/22:6/26:4/26:5)	LION:0079085
CL(22:1/24:3/24:6/26:6)	LION:0079086
CL(22:1/24:4/24:5/26:6)	LION:0079087
CL(22:1/24:4/24:6/26:5)	LION:0079088
CL(22:1/24:5/24:5/26:5)	LION:0079089
CL(22:1/24:5/24:6/26:4)	LION:0079090
CL(22:1/24:6/24:6/26:3)	LION:0079091
CL(22:4/22:4/26:2/26:6)	LION:0079132
CL(22:4/22:4/26:3/26:5)	LION:0079133
CL(22:4/22:4/26:4/26:4)	LION:0079134
CL(22:4/22:5/26:1/26:6)	LION:0079135
CL(22:4/22:5/26:2/26:5)	LION:0079136
CL(22:4/22:5/26:3/26:4)	LION:0079137
CL(22:4/22:6/26:0/26:6)	LION:0079138
CL(22:4/22:6/26:1/26:5)	LION:0079139
CL(22:4/22:6/26:2/26:4)	LION:0079140
CL(22:4/22:6/26:3/26:3)	LION:0079141
CL(22:4/24:0/24:6/26:6)	LION:0079142
CL(22:4/24:1/24:5/26:6)	LION:0079143
CL(22:4/24:1/24:6/26:5)	LION:0079144
CL(22:4/24:2/24:4/26:6)	LION:0079145
CL(22:4/24:2/24:5/26:5)	LION:0079146
CL(22:4/24:2/24:6/26:4)	LION:0079147
CL(22:4/24:3/24:3/26:6)	LION:0079148
CL(22:4/24:3/24:4/26:5)	LION:0079149
CL(22:4/24:3/24:5/26:4)	LION:0079150
CL(22:4/24:3/24:6/26:3)	LION:0079151
CL(22:4/24:4/24:4/26:4)	LION:0079152
CL(22:4/24:4/24:5/26:3)	LION:0079153
CL(22:4/24:4/24:6/26:2)	LION:0079154
CL(22:4/24:5/24:5/26:2)	LION:0079155
CL(22:4/24:5/24:6/26:1)	LION:0079156
CL(22:4/24:6/24:6/26:0)	LION:0079157
CL(22:5/22:5/26:0/26:6)	LION:0079158
CL(22:5/22:5/26:1/26:5)	LION:0079159
CL(22:5/22:5/26:2/26:4)	LION:0079160
CL(22:5/22:5/26:3/26:3)	LION:0079161
CL(22:5/22:6/26:0/26:5)	LION:0079162
CL(22:5/22:6/26:1/26:4)	LION:0079163
CL(22:5/22:6/26:2/26:3)	LION:0079164
CL(22:5/24:0/24:5/26:6)	LION:0079165
CL(22:5/24:0/24:6/26:5)	LION:0079166
CL(22:5/24:1/24:4/26:6)	LION:0079167
CL(22:5/24:1/24:5/26:5)	LION:0079168
CL(22:5/24:1/24:6/26:4)	LION:0079169
CL(22:5/24:2/24:3/26:6)	LION:0079170
CL(22:5/24:2/24:4/26:5)	LION:0079171
CL(22:5/24:2/24:5/26:4)	LION:0079172
CL(22:5/24:2/24:6/26:3)	LION:0079173
CL(22:5/24:3/24:3/26:5)	LION:0079174
CL(22:5/24:3/24:4/26:4)	LION:0079175
CL(22:5/24:3/24:5/26:3)	LION:0079176
CL(22:5/24:3/24:6/26:2)	LION:0079177
CL(22:5/24:4/24:4/26:3)	LION:0079178
CL(22:5/24:4/24:5/26:2)	LION:0079179
CL(22:5/24:4/24:6/26:1)	LION:0079180
CL(22:5/24:5/24:5/26:1)	LION:0079181
CL(22:5/24:5/24:6/26:0)	LION:0079182
CL(22:6/22:6/26:0/26:4)	LION:0079183
CL(22:6/22:6/26:1/26:3)	LION:0079184
CL(22:6/22:6/26:2/26:2)	LION:0079185
CL(22:6/24:0/24:4/26:6)	LION:0079186
CL(22:6/24:0/24:5/26:5)	LION:0079187
CL(22:6/24:0/24:6/26:4)	LION:0079188
CL(22:6/24:1/24:3/26:6)	LION:0079189
CL(22:6/24:1/24:4/26:5)	LION:0079190
CL(22:6/24:1/24:5/26:4)	LION:0079191
CL(22:6/24:1/24:6/26:3)	LION:0079192
CL(22:6/24:2/24:2/26:6)	LION:0079193
CL(22:6/24:2/24:3/26:5)	LION:0079194
CL(22:6/24:2/24:4/26:4)	LION:0079195
CL(22:6/24:2/24:5/26:3)	LION:0079196
CL(22:6/24:2/24:6/26:2)	LION:0079197
CL(22:6/24:3/24:3/26:4)	LION:0079198
CL(22:6/24:3/24:4/26:3)	LION:0079199
CL(22:6/24:3/24:5/26:2)	LION:0079200
CL(22:6/24:3/24:6/26:1)	LION:0079201
CL(22:6/24:4/24:4/26:2)	LION:0079202
CL(22:6/24:4/24:5/26:1)	LION:0079203
CL(22:6/24:4/24:6/26:0)	LION:0079204
CL(22:6/24:5/24:5/26:0)	LION:0079205
CL(24:0/24:4/24:6/24:6)	LION:0079206
CL(24:0/24:5/24:5/24:6)	LION:0079207
CL(24:1/24:3/24:6/24:6)	LION:0079208
CL(24:1/24:4/24:5/24:6)	LION:0079209
CL(24:1/24:5/24:5/24:5)	LION:0079210
CL(24:2/24:2/24:6/24:6)	LION:0079211
CL(24:2/24:3/24:5/24:6)	LION:0079212
CL(24:2/24:4/24:4/24:6)	LION:0079213
CL(24:2/24:4/24:5/24:5)	LION:0079214
CL(24:3/24:3/24:4/24:6)	LION:0079215
CL(24:3/24:3/24:5/24:5)	LION:0079216
CL(24:3/24:4/24:4/24:5)	LION:0079217
CL(24:4/24:4/24:4/24:4)	LION:0079218
CL(18:0/26:5/26:6/26:6)	LION:0079219
CL(18:1/26:4/26:6/26:6)	LION:0079220
CL(18:1/26:5/26:5/26:6)	LION:0079221
CL(18:2/26:3/26:6/26:6)	LION:0079222
CL(18:2/26:4/26:5/26:6)	LION:0079223
CL(18:2/26:5/26:5/26:5)	LION:0079224
CL(18:3/26:2/26:6/26:6)	LION:0079225
CL(18:3/26:3/26:5/26:6)	LION:0079226
CL(18:3/26:4/26:4/26:6)	LION:0079227
CL(18:3/26:4/26:5/26:5)	LION:0079228
CL(20:0/24:5/26:6/26:6)	LION:0079229
CL(20:0/24:6/26:5/26:6)	LION:0079230
CL(20:1/24:4/26:6/26:6)	LION:0079231
CL(20:1/24:5/26:5/26:6)	LION:0079232
CL(20:1/24:6/26:4/26:6)	LION:0079233
CL(20:1/24:6/26:5/26:5)	LION:0079234
CL(20:3/24:2/26:6/26:6)	LION:0079241
CL(20:3/24:3/26:5/26:6)	LION:0079242
CL(20:3/24:4/26:4/26:6)	LION:0079243
CL(20:3/24:4/26:5/26:5)	LION:0079244
CL(20:3/24:5/26:3/26:6)	LION:0079245
CL(20:3/24:5/26:4/26:5)	LION:0079246
CL(20:3/24:6/26:2/26:6)	LION:0079247
CL(20:3/24:6/26:3/26:5)	LION:0079248
CL(20:3/24:6/26:4/26:4)	LION:0079249
CL(20:4/24:1/26:6/26:6)	LION:0079250
CL(20:4/24:2/26:5/26:6)	LION:0079251
CL(20:4/24:3/26:4/26:6)	LION:0079252
CL(20:4/24:3/26:5/26:5)	LION:0079253
CL(20:4/24:4/26:3/26:6)	LION:0079254
CL(20:4/24:4/26:4/26:5)	LION:0079255
CL(20:4/24:5/26:2/26:6)	LION:0079256
CL(20:4/24:5/26:3/26:5)	LION:0079257
CL(20:4/24:5/26:4/26:4)	LION:0079258
CL(20:4/24:6/26:1/26:6)	LION:0079259
CL(20:4/24:6/26:2/26:5)	LION:0079260
CL(20:4/24:6/26:3/26:4)	LION:0079261
CL(20:5/24:0/26:6/26:6)	LION:0079262
CL(20:5/24:1/26:5/26:6)	LION:0079263
CL(20:5/24:2/26:4/26:6)	LION:0079264
CL(20:5/24:2/26:5/26:5)	LION:0079265
CL(20:5/24:3/26:3/26:6)	LION:0079266
CL(20:5/24:3/26:4/26:5)	LION:0079267
CL(20:5/24:4/26:2/26:6)	LION:0079268
CL(20:5/24:4/26:3/26:5)	LION:0079269
CL(20:5/24:4/26:4/26:4)	LION:0079270
CL(20:5/24:5/26:1/26:6)	LION:0079271
CL(20:5/24:5/26:2/26:5)	LION:0079272
CL(20:5/24:5/26:3/26:4)	LION:0079273
CL(20:5/24:6/26:0/26:6)	LION:0079274
CL(20:5/24:6/26:1/26:5)	LION:0079275
CL(20:5/24:6/26:2/26:4)	LION:0079276
CL(20:5/24:6/26:3/26:3)	LION:0079277
CL(22:0/22:5/26:6/26:6)	LION:0079278
CL(22:0/22:6/26:5/26:6)	LION:0079279
CL(22:0/24:5/24:6/26:6)	LION:0079280
CL(22:0/24:6/24:6/26:5)	LION:0079281
CL(22:1/22:4/26:6/26:6)	LION:0079282
CL(22:1/22:5/26:5/26:6)	LION:0079283
CL(22:1/22:6/26:4/26:6)	LION:0079284
CL(22:1/22:6/26:5/26:5)	LION:0079285
CL(22:1/24:4/24:6/26:6)	LION:0079286
CL(22:1/24:5/24:5/26:6)	LION:0079287
CL(22:1/24:5/24:6/26:5)	LION:0079288
CL(22:1/24:6/24:6/26:4)	LION:0079289
CL(22:4/22:4/26:3/26:6)	LION:0079319
CL(22:4/22:4/26:4/26:5)	LION:0079320
CL(22:4/22:5/26:2/26:6)	LION:0079321
CL(22:4/22:5/26:3/26:5)	LION:0079322
CL(22:4/22:5/26:4/26:4)	LION:0079323
CL(22:4/22:6/26:1/26:6)	LION:0079324
CL(22:4/22:6/26:2/26:5)	LION:0079325
CL(22:4/22:6/26:3/26:4)	LION:0079326
CL(22:4/24:1/24:6/26:6)	LION:0079327
CL(22:4/24:2/24:5/26:6)	LION:0079328
CL(22:4/24:2/24:6/26:5)	LION:0079329
CL(22:4/24:3/24:4/26:6)	LION:0079330
CL(22:4/24:3/24:5/26:5)	LION:0079331
CL(22:4/24:3/24:6/26:4)	LION:0079332
CL(22:4/24:4/24:4/26:5)	LION:0079333
CL(22:4/24:4/24:5/26:4)	LION:0079334
CL(22:4/24:4/24:6/26:3)	LION:0079335
CL(22:4/24:5/24:5/26:3)	LION:0079336
CL(22:4/24:5/24:6/26:2)	LION:0079337
CL(22:4/24:6/24:6/26:1)	LION:0079338
CL(22:5/22:5/26:1/26:6)	LION:0079339
CL(22:5/22:5/26:2/26:5)	LION:0079340
CL(22:5/22:5/26:3/26:4)	LION:0079341
CL(22:5/22:6/26:0/26:6)	LION:0079342
CL(22:5/22:6/26:1/26:5)	LION:0079343
CL(22:5/22:6/26:2/26:4)	LION:0079344
CL(22:5/22:6/26:3/26:3)	LION:0079345
CL(22:5/24:0/24:6/26:6)	LION:0079346
CL(22:5/24:1/24:5/26:6)	LION:0079347
CL(22:5/24:1/24:6/26:5)	LION:0079348
CL(22:5/24:2/24:4/26:6)	LION:0079349
CL(22:5/24:2/24:5/26:5)	LION:0079350
CL(22:5/24:2/24:6/26:4)	LION:0079351
CL(22:5/24:3/24:3/26:6)	LION:0079352
CL(22:5/24:3/24:4/26:5)	LION:0079353
CL(22:5/24:3/24:5/26:4)	LION:0079354
CL(22:5/24:3/24:6/26:3)	LION:0079355
CL(22:5/24:4/24:4/26:4)	LION:0079356
CL(22:5/24:4/24:5/26:3)	LION:0079357
CL(22:5/24:4/24:6/26:2)	LION:0079358
CL(22:5/24:5/24:5/26:2)	LION:0079359
CL(22:5/24:5/24:6/26:1)	LION:0079360
CL(22:5/24:6/24:6/26:0)	LION:0079361
CL(22:6/22:6/26:0/26:5)	LION:0079362
CL(22:6/22:6/26:1/26:4)	LION:0079363
CL(22:6/22:6/26:2/26:3)	LION:0079364
CL(22:6/24:0/24:5/26:6)	LION:0079365
CL(22:6/24:0/24:6/26:5)	LION:0079366
CL(22:6/24:1/24:4/26:6)	LION:0079367
CL(22:6/24:1/24:5/26:5)	LION:0079368
CL(22:6/24:1/24:6/26:4)	LION:0079369
CL(22:6/24:2/24:3/26:6)	LION:0079370
CL(22:6/24:2/24:4/26:5)	LION:0079371
CL(22:6/24:2/24:5/26:4)	LION:0079372
CL(22:6/24:2/24:6/26:3)	LION:0079373
CL(22:6/24:3/24:3/26:5)	LION:0079374
CL(22:6/24:3/24:4/26:4)	LION:0079375
CL(22:6/24:3/24:5/26:3)	LION:0079376
CL(22:6/24:3/24:6/26:2)	LION:0079377
CL(22:6/24:4/24:4/26:3)	LION:0079378
CL(22:6/24:4/24:5/26:2)	LION:0079379
